Key,Value
*u̯eh₂g/g̑-,"break.n.16, break.n.14, break.n.13, break.n.12, break.n.11, break.n.10, break.n.02, break.n.09, break.v.59, break.v.58, break.v.56, break.v.22, break.v.55, break.v.03, shatter.v.01, shatter.v.03, shatter.v.02, break.v.02, break.v.05, break.v.53, break.v.10, break.v.52, break.v.16, break.v.51, break.v.50, break.v.49, break.v.48, break.v.46, break.v.45, break.v.44, break.v.43, break.v.42, break.v.04, break.v.41, break.v.40, break.v.39, break.v.38, break.v.09, break.v.20, break.v.35, break.v.08, break.v.19, break.v.07, break.v.34, break.v.30, break.v.18, break.v.29, break.v.28, break.v.27, break.v.26, break.v.25, break.v.24"
*u̯reh₁g̑-,"break.n.16, break.n.14, break.n.13, break.n.12, break.n.11, break.n.10, break.n.02, break.n.09, break.v.59, break.v.58, break.v.56, break.v.22, break.v.55, break.v.03, break.v.02, break.v.05, break.v.53, break.v.10, break.v.52, break.v.16, break.v.51, break.v.50, break.v.49, break.v.48, break.v.46, break.v.45, break.v.44, break.v.43, break.v.42, break.v.04, break.v.41, break.v.40, break.v.39, break.v.38, break.v.09, break.v.20, break.v.35, break.v.08, break.v.19, break.v.07, break.v.34, break.v.30, break.v.18, break.v.29, break.v.28, break.v.27, break.v.26, break.v.25, break.v.24"
1.*k̑erh₂-{1},"break.n.16, break.n.14, break.n.13, break.n.12, break.n.11, break.n.10, break.n.02, break.n.09, break.v.59, break.v.58, break.v.56, break.v.22, break.v.55, break.v.03, break.v.02, break.v.05, break.v.53, break.v.10, break.v.52, break.v.16, break.v.51, break.v.50, break.v.49, break.v.48, break.v.46, break.v.45, break.v.44, break.v.43, break.v.42, break.v.04, break.v.41, break.v.40, break.v.39, break.v.38, break.v.09, break.v.20, break.v.35, break.v.08, break.v.19, break.v.07, break.v.34, break.v.30, break.v.18, break.v.29, break.v.28, break.v.27, break.v.26, break.v.25, break.v.24"
1.*leu̯g-,"break.n.16, break.n.14, break.n.13, break.n.12, break.n.11, break.n.10, break.n.02, break.n.09, break.v.59, break.v.58, break.v.56, break.v.22, break.v.55, break.v.03, break.v.02, break.v.05, break.v.53, break.v.10, break.v.52, break.v.16, solve.v.01, break.v.51, break.v.50, break.v.49, break.v.48, break.v.46, break.v.45, break.v.44, break.v.43, break.v.42, break.v.04, break.v.41, break.v.40, break.v.39, break.v.38, break.v.09, break.v.20, break.v.35, break.v.08, break.v.19, break.v.07, break.v.34, break.v.30, break.v.18, break.v.29, break.v.28, break.v.27, break.v.26, break.v.25, break.v.24"
bʰres-,"break.n.16, break.n.14, break.n.13, break.n.12, break.n.11, break.n.10, break.n.02, break.n.09, break.v.59, break.v.58, break.v.56, break.v.22, break.v.55, break.v.03, break.v.02, break.v.05, break.v.53, break.v.10, break.v.52, break.v.16, break.v.51, break.v.50, break.v.49, break.v.48, break.v.46, break.v.45, break.v.44, break.v.43, break.v.42, break.v.04, break.v.41, break.v.40, break.v.39, break.v.38, break.v.09, break.v.20, break.v.35, break.v.08, break.v.19, break.v.07, break.v.34, break.v.30, break.v.18, break.v.29, break.v.28, break.v.27, break.v.26, break.v.25, break.v.24"
*selg̑-{1},"dispatch.n.02, dispatch.n.04, dispatch.n.03, dispatch.n.01, dispatch.v.05, dispatch.v.01, dispatch.v.04, dispatch.v.02"
"2. sē(i)- : səi- : sī-, sē- : sə-, and sei- : si-","dispatch.n.02, dispatch.n.04, dispatch.n.03, dispatch.n.01, dispatch.v.05, dispatch.v.01, dispatch.v.04, dispatch.v.02"
mendā,"mistake.n.01, defect.n.02, mistake.n.02, flaw.n.03, flaw.n.02, defect.n.01, defect.n.03, flaw.v.01, mistake.v.01, defect.v.01"
"3. der-, drā-, dreb-, drem-, dreu-","trip.n.07, trip.n.06, trip.n.01, tread.n.04, tread.n.03, tread.n.02, trip.n.04, tramp.n.04, tramp.n.01, trip.n.02, trip.v.05, tread.v.04, tread.v.06, tread.v.03, trip.v.04, tramp.v.03, trip.v.02, tramp.v.01, tread.v.02, tread.v.05"
"slougo-, slougā- (fem.)","service.n.15, service.n.13, service.n.01, service.n.11, service.n.05, service.n.03, service.n.02, service.n.09, service.n.04, help.v.02, help.v.08, service.v.02, service.v.01, help.v.01, help.v.06, help.v.03"
1.*kert-{1},"spin.n.05, spin.n.03, spin.n.02, twist.n.13, twist.n.11, twist.n.09, spin.n.01, twist.v.10, twist.v.05, spin.v.08, twist.v.09, spin.v.07, twist.v.03, twist.v.04, spin.v.06, spin.v.05, spin.v.04, twist.v.07, spin.v.01, spin.v.02"
"2. dei̯ə-, di̯ā-, di̯ə-, dī-","spin.n.05, spin.n.03, swing.n.04, spin.n.02, swing.n.09, swing.n.03, swing.n.02, swing.n.05, spin.n.01, swing.n.01, spin.v.08, swing.v.08, spin.v.07, swing.v.07, swing.v.13, spin.v.06, swing.v.05, spin.v.05, spin.v.04, swing.v.12, swing.v.02, swing.v.03, spin.v.01, spin.v.02, swing.v.01, swing.v.11, swing.v.04, swing.v.09, swing.v.10"
1. (s)pen(-d)-,"spin.n.05, spin.n.03, spin.n.02, spin.n.01, spin.v.08, spin.v.07, spin.v.06, spin.v.05, spin.v.04, spin.v.01, spin.v.02"
*kel-{1},"drive.n.01, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, drive.v.11, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, drive.v.02, drive.v.16, drive.v.01, drive.v.15, drive.v.03, drive.v.14, tool.v.01, drive.v.13, drive.v.05, drive.v.12"
*seu̯h₁-{1},"drive.n.01, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, drive.v.11, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, drive.v.02, drive.v.16, drive.v.01, drive.v.15, drive.v.03, drive.v.14, tool.v.01, drive.v.13, drive.v.05, drive.v.12"
*tu̯er-{1},"drive.n.01, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, excite.v.08, excite.v.07, drive.v.11, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, excite.v.01, drive.v.02, drive.v.16, drive.v.01, drive.v.15, drive.v.03, drive.v.14, tool.v.01, drive.v.13, drive.v.05, drive.v.12"
1.*i̯eh₂-{0},"drive.n.01, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, drive.v.11, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, drive.v.02, drive.v.16, drive.v.01, drive.v.15, drive.v.03, drive.v.14, tool.v.01, drive.v.13, drive.v.05, drive.v.12"
?*g̑ʰei̯-{1},"drive.n.01, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, drive.v.11, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, drive.v.02, drive.v.16, drive.v.01, drive.v.15, drive.v.03, drive.v.14, tool.v.01, drive.v.13, drive.v.05, drive.v.12"
aǵ-,"drive.n.01, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, drive.v.11, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, toss.v.06, agitate.v.06, drive.v.09, drive.v.08, drive.v.07, agitate.v.02, drive.v.02, drive.v.16, drive.v.01, drive.v.15, drive.v.03, drive.v.14, tool.v.01, drive.v.13, drive.v.05, agitate.v.01, drive.v.12"
"6. el-, elə- : lā-, el-eu-(dʰ-)","drive.n.01, move.n.01, move.n.05, move.n.02, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, move.v.07, move.v.13, move.v.16, drive.v.11, move.v.15, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, move.v.11, move.v.03, move.v.02, move.v.04, drive.v.02, drive.v.16, drive.v.01, drive.v.15, drive.v.03, drive.v.14, tool.v.01, move.v.12, drive.v.13, drive.v.05, move.v.14, drive.v.12"
u̯eǵʰ-,"drive.n.01, drive.n.08, drive.n.07, carry.n.01, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, drive.n.09, carry.v.09, carry.v.12, convey.v.01, drive.v.11, carry.v.39, carry.v.04, carry.v.17, carry.v.38, carry.v.11, carry.v.37, carry.v.36, carry.v.35, drive.v.22, drive.v.21, drive.v.20, carry.v.34, carry.v.33, carry.v.05, carry.v.32, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, carry.v.31, carry.v.15, drive.v.02, drive.v.16, drive.v.01, drive.v.15, carry.v.30, carry.v.29, drive.v.03, drive.v.14, tool.v.01, convey.v.04, convey.v.03, carry.v.27, carry.v.26, drive.v.13, drive.v.05, carry.v.25, carry.v.24, carry.v.08, carry.v.23, carry.v.22, carry.v.10, carry.v.21, carry.v.20, carry.v.02, carry.v.19, drive.v.12, carry.v.18"
"u̯reg-, and u̯erg-?","drive.n.01, push.n.01, push.n.05, drive.n.08, drive.n.07, drive.n.12, drive.n.06, drive.n.11, drive.n.02, drive.n.10, drive.n.05, thrust.n.04, push.n.02, drive.n.09, push.v.02, drive.v.11, drive.v.22, drive.v.21, drive.v.20, drive.v.19, drive.v.18, drive.v.17, drive.v.09, drive.v.08, drive.v.07, push.v.01, push.v.05, push.v.09, thrust.v.01, drive.v.02, drive.v.16, drive.v.01, drive.v.15, push.v.06, drive.v.03, drive.v.14, thrust.v.02, tool.v.01, push.v.08, drive.v.13, drive.v.05, thrust.v.07, thrust.v.06, drive.v.12"
2.*u̯el-{1},"roll.n.15, roll.n.14, roll.n.13, turn.n.12, turn.n.06, turn.n.02, turn.n.03, turn.n.11, roll.n.11, roll.n.04, roll.n.02, turn.n.04, turn.n.09, roll.v.09, roll.v.18, roll.v.17, turn.v.07, roll.v.08, turn.v.26, turn.v.14, roll.v.15, turn.v.23, turn.v.22, turn.v.08, roll.v.07, turn.v.13, roll.v.01, roll.v.14, roll.v.13, roll.v.12, roll.v.11, turn.v.01, turn.v.06, turn.v.20, turn.v.11, turn.v.10, turn.v.04, turn.v.19, turn.v.09, roll.v.05, turn.v.18, turn.v.17, turn.v.16, roll.v.03"
ret(ʰ)-,"roll.n.15, roll.n.14, roll.n.13, roll.n.11, roll.n.04, roll.n.02, roll.v.09, roll.v.18, roll.v.17, roll.v.08, rotate.v.06, roll.v.15, rotate.v.03, roll.v.07, roll.v.01, roll.v.14, roll.v.13, roll.v.12, roll.v.11, rotate.v.04, roll.v.05, rotate.v.02, roll.v.03"
2.*h₁es-{0},"throw.n.01, shoot.n.02, throw.n.05, throw.n.04, throw.n.03, shoot.n.01, throw.n.02, shoot.v.19, shoot.v.18, shoot.v.17, shoot.v.01, throw.v.14, shoot.v.14, throw.v.04, throw.v.01, throw.v.06, shoot.v.13, throw.v.13, shoot.v.08, throw.v.12, shoot.v.05, throw.v.02, throw.v.08, shoot.v.11, shoot.v.02, shoot.v.10"
?*k̑eu̯H-{1},"throw.n.01, push.n.01, push.n.05, throw.n.05, throw.n.04, throw.n.03, push.n.02, throw.n.02, push.v.02, throw.v.14, throw.v.04, throw.v.01, throw.v.06, throw.v.13, throw.v.12, push.v.01, push.v.05, push.v.09, push.v.06, throw.v.02, throw.v.08, push.v.08"
bʰreu-ḱ-,"throw.n.01, throw.n.05, throw.n.04, throw.n.03, throw.n.02, throw.v.14, throw.v.04, throw.v.01, throw.v.06, throw.v.13, throw.v.12, throw.v.02, throw.v.08"
i̯ē- : i̯ə-,"throw.n.01, throw.n.05, throw.n.04, project.n.02, throw.n.03, throw.n.02, project.v.08, project.v.12, project.v.01, project.v.03, throw.v.14, throw.v.04, throw.v.01, throw.v.06, project.v.11, throw.v.13, project.v.10, throw.v.12, project.v.06, throw.v.02, throw.v.08, project.v.04, project.v.05"
"kseip-, kseib-","throw.n.01, throw.n.05, throw.n.04, throw.n.03, throw.n.02, throw.v.14, throw.v.04, throw.v.01, throw.v.06, throw.v.13, throw.v.12, throw.v.02, throw.v.08"
sḱē̆u-,"throw.n.01, shoot.n.02, throw.n.05, throw.n.04, throw.n.03, shoot.n.01, throw.n.02, shoot.v.19, shoot.v.18, shoot.v.17, shoot.v.01, throw.v.14, shoot.v.14, throw.v.04, throw.v.01, throw.v.06, shoot.v.13, throw.v.13, shoot.v.08, throw.v.12, shoot.v.05, throw.v.02, throw.v.08, shoot.v.11, shoot.v.02, shoot.v.10"
"skeub-, skeubʰ-, skeug-","throw.n.01, shoot.n.02, move.n.01, move.n.05, move.n.02, throw.n.05, throw.n.04, throw.n.03, shoot.n.01, throw.n.02, move.v.07, shoot.v.19, move.v.13, shoot.v.18, move.v.16, shoot.v.17, move.v.15, shoot.v.01, throw.v.14, shoot.v.14, throw.v.04, throw.v.01, throw.v.06, shoot.v.13, throw.v.13, shoot.v.08, throw.v.12, move.v.11, move.v.03, move.v.02, move.v.04, shoot.v.05, throw.v.02, throw.v.08, shoot.v.11, move.v.12, shoot.v.02, move.v.14, shoot.v.10"
2. (s)keud-,"throw.n.01, throw.n.05, throw.n.04, throw.n.03, throw.n.02, throw.v.14, throw.v.04, throw.v.01, throw.v.06, throw.v.13, throw.v.12, throw.v.02, throw.v.08"
"2. plāk-, plāg-, also plēk-, plēg-","fling.n.03, beat.n.10, beat.n.09, beat.n.08, beat.n.06, beat.n.01, beat.n.04, beat.v.01, beat.v.02, beat.v.03, beat.v.20, beat.v.11, beat.v.10, fling.v.01, beat.v.05, beat.v.19, beat.v.18, beat.v.04, beat.v.16, beat.v.09, beat.v.15, beat.v.08, fling.v.02, beat.v.07, beat.v.13, beat.v.12"
s(u̯)ekʷo-s,"pitch.n.10, pitch.n.02, pitch.n.08, pitch.n.07, pitch.n.01, pitch.n.05, pitch.n.03, resin.n.01, pitch.n.06, sap.n.01, pitch.v.04, pitch.v.11, sap.v.02, pitch.v.10, pitch.v.08, pitch.v.03"
"5. bʰel-,  cʰiefly witʰ suffixes: bʰ<sub>e</sub>ləǵ-, bʰ<sub>e</sub>lə-n-ǵ-, bʰeleǵ-, bʰl̥ḱ-","balk.n.04, beam.n.02, beam.n.06, rafter.n.01, beam.n.05, balk.n.01, beam.n.04, beam.n.03, beam.v.01, beam.v.03, rafter.v.01"
*kamp-{1},"curve.n.03, bend.n.03, bend.n.06, curve.n.02, bend.n.05, curve.n.01, bend.n.01, bend.v.02, bend.v.01"
gʰegʰ-,"curve.n.03, curve.n.02, curve.n.01"
kam-er-,"curve.n.03, curve.n.02, curve.n.01"
kan-tʰo-,"curve.n.03, corner.n.04, corner.n.11, corner.n.03, curve.n.02, corner.n.02, corner.n.01, corner.n.10, corner.n.05, corner.n.09, angle.n.03, curve.n.01, angle.n.01, corner.n.08, corner.n.07, angle.v.04, corner.v.03, corner.v.02, angle.v.01, corner.v.01"
"(s)kamb-, and (s)kemb-","curve.n.03, curve.n.02, curve.n.01"
3. (s)ker-,"curve.n.03, turn.n.12, turn.n.06, turn.n.02, turn.n.03, turn.n.11, curve.n.02, turn.n.04, curve.n.01, turn.n.09, turn.v.07, turn.v.26, turn.v.14, turn.v.23, turn.v.22, turn.v.08, turn.v.13, turn.v.01, turn.v.06, turn.v.20, turn.v.11, turn.v.10, turn.v.04, turn.v.19, turn.v.09, turn.v.18, turn.v.17, turn.v.16"
2. u̯ā̆t-,"curve.n.03, curve.n.02, curve.n.01"
bʰlīǵ- : *bʰlēig-,"strike.n.05, strike.n.04, strike.n.02, strike.n.01, strike.v.11, strike.v.21, inflict.v.01, strike.v.05, strike.v.04, strike.v.10, strike.v.20, strike.v.01, strike.v.14, strike.v.13, strike.v.07"
2. gʷʰen(-ə)-,"strike.n.05, strike.n.04, strike.n.02, strike.n.01, strike.v.11, strike.v.21, strike.v.05, strike.v.04, strike.v.10, strike.v.20, strike.v.01, strike.v.14, strike.v.13, strike.v.07, fend.v.01"
?*k̑neth₂-{1},"push.n.01, push.n.05, stab.n.02, push.n.02, push.v.02, stab.v.02, push.v.01, push.v.05, push.v.09, push.v.06, push.v.08"
?*skeu̯bʰ-{1},"push.n.01, shove.n.01, push.n.05, push.n.02, push.v.02, shove.v.02, push.v.01, push.v.05, push.v.09, push.v.06, push.v.08"
3. dʰen-,"push.n.01, push.n.05, thrust.n.04, ding.n.01, push.n.02, push.v.02, push.v.01, push.v.05, push.v.09, thrust.v.01, push.v.06, thrust.v.02, ding.v.01, push.v.08, thrust.v.07, thrust.v.06"
dʰreibʰ-,"push.n.01, push.n.05, thrust.n.04, push.n.02, push.v.02, push.v.01, push.v.05, push.v.09, thrust.v.01, push.v.06, thrust.v.02, push.v.08, thrust.v.07, thrust.v.06"
1. (s)teu-,"push.n.01, push.n.05, thrust.n.04, push.n.02, push.v.02, push.v.01, push.v.05, push.v.09, thrust.v.01, push.v.06, thrust.v.02, push.v.08, thrust.v.07, thrust.v.06"
telek-,"push.n.01, push.n.05, push.n.02, push.v.02, push.v.01, push.v.05, push.v.09, push.v.06, push.v.08"
1. trenk-,"push.n.01, push.n.05, push.n.02, push.v.02, push.v.01, push.v.05, push.v.09, push.v.06, push.v.08"
tr-eu-d-,"push.n.01, press.n.09, push.n.05, squash.n.03, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, squash.n.02, push.n.02, squash.n.01, push.v.02, press.v.04, press.v.01, press.v.11, squash.v.01, press.v.10, press.v.07, push.v.01, push.v.05, push.v.09, press.v.06, push.v.06, push.v.08, press.v.08"
1. u̯edʰ-,"push.n.01, push.n.05, push.n.02, push.v.02, push.v.01, push.v.05, push.v.09, push.v.06, push.v.08"
3. u̯el-,"push.n.01, press.n.09, push.n.05, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, push.n.02, push.v.02, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, push.v.01, push.v.05, push.v.09, press.v.06, push.v.06, push.v.08, press.v.08"
2. u̯rāǵʰ- : u̯rəǵʰ-,"push.n.01, push.n.05, push.n.02, push.v.02, push.v.01, push.v.05, push.v.09, push.v.06, push.v.08"
*gem-,"press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
*h₂edʰg/g̑ʰ-{1},"press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
*kem-{1},"press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
*menk-{1},"press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, knead.v.01, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
?*gnet-{1},"press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, knead.v.01, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
?*k(ʷ)eh₂d-{1},"press.n.09, tear.n.04, press.n.08, press.n.07, press.n.03, press.n.06, tear.n.01, press.n.02, tear.v.05, press.v.04, press.v.01, press.v.11, tear.v.02, tear.v.01, press.v.10, press.v.07, press.v.06, tear.v.03, press.v.08"
1. ken-,"press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
maǵ-,"press.n.09, stroke.n.05, stroke.n.12, stroke.n.01, stroke.n.11, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, stroke.n.10, stroke.n.04, stroke.n.07, stroke.n.06, stroke.n.03, stroke.v.04, stroke.v.02, stroke.v.03, stroke.v.01, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
2. māk-,"press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, press.v.04, press.v.01, press.v.11, press.v.10, press.v.07, press.v.06, press.v.08"
"3e. u̯er-, u̯er-ǵʰ-","press.n.09, press.n.08, press.n.07, press.n.03, press.n.06, press.n.02, strangle.v.03, wring.v.02, wring.v.04, press.v.04, press.v.01, press.v.11, strangle.v.01, press.v.10, press.v.07, press.v.06, press.v.08"
*kret-,"jostle.n.01, shake.v.02, shake.v.05, shake.v.08, shake.v.09, jostle.v.02, shake.v.01, jostle.v.01, shake.v.07"
*(s)penh₁-{1},"pull.n.01, pull.n.07, pull.n.04, pull.n.03, pull.n.02, pull.v.08, tighten.v.02, tighten.v.01, pull.v.16, pull.v.13, pull.v.01, pull.v.04, pull.v.11, pull.v.10, pull.v.07, pull.v.03, pull.v.09"
?*derHgʰ-{1},"pull.n.01, tug.n.01, pull.n.07, pull.n.04, pull.n.03, pull.n.02, pull.v.08, tug.v.07, pull.v.16, pull.v.13, pull.v.01, tug.v.01, tug.v.06, tug.v.05, tug.v.03, pull.v.04, pull.v.11, pull.v.10, pull.v.07, pull.v.03, pull.v.09, tug.v.02"
?*h₂u̯et-{1},"pull.n.01, pull.n.07, lead.n.17, lead.n.04, lead.n.15, lead.n.14, pull.n.04, lead.n.01, pull.n.03, lead.n.03, lead.n.06, lead.n.11, lead.n.09, pull.n.02, lead.n.07, lead.n.05, lead.n.02, pull.v.08, lead.v.05, pull.v.16, pull.v.13, pull.v.01, pull.v.04, pull.v.11, pull.v.10, lead.v.04, lead.v.01, pull.v.07, pull.v.03, pull.v.09, lead.v.03, lead.v.08"
?1.*terg(ʷ)-{1},"pull.n.01, tear.n.04, pull.n.07, pull.n.04, pull.n.03, tear.n.01, pull.n.02, tear.v.05, pull.v.08, pull.v.16, pull.v.13, pull.v.01, tear.v.02, tear.v.01, pull.v.04, pull.v.11, pull.v.10, tear.v.03, pull.v.07, pull.v.03, pull.v.09"
deuk-,"pull.n.01, drag.n.06, tow.n.01, pull.n.07, drag.n.04, pull.n.04, pull.n.03, drag.n.03, drag.n.02, pull.n.02, drag.n.01, pull.v.08, drag.v.11, drag.v.10, pull.v.16, pull.v.13, pull.v.01, drag.v.01, tow.v.01, pull.v.04, pull.v.11, pull.v.10, pull.v.07, pull.v.03, drag.v.05, drag.v.04, drag.v.07, pull.v.09"
dʰerāgʰ-,"pull.n.01, pull.n.07, pull.n.04, pull.n.03, pull.n.02, pull.v.08, pull.v.16, pull.v.13, pull.v.01, pull.v.04, pull.v.11, pull.v.10, pull.v.07, pull.v.03, pull.v.09"
"trāgʰ-, trō̆gʰ-, and trē̆gʰ-","pull.n.01, move.n.01, move.n.05, move.n.02, pull.n.07, pull.n.04, train.n.01, train.n.05, pull.n.03, train.n.04, pull.n.02, pull.v.08, train.v.08, move.v.07, move.v.13, train.v.02, train.v.01, move.v.16, move.v.15, pull.v.16, pull.v.13, pull.v.01, pull.v.04, move.v.11, move.v.03, move.v.02, move.v.04, pull.v.11, train.v.10, pull.v.10, pull.v.07, pull.v.03, pull.v.09, move.v.12, train.v.09, move.v.14"
"2. sp(ʰ)ei : sp(ʰ)ī̆, and sp(ʰ)ē : sp(ʰ)ə-","drag.n.06, drag.n.04, drag.n.03, drag.n.02, drag.n.01, drag.v.11, drag.v.10, drag.v.01, drag.v.05, drag.v.04, drag.v.07"
1. u̯elk-,"drag.n.06, drag.n.04, drag.n.03, drag.n.02, drag.n.01, drag.v.11, drag.v.10, drag.v.01, drag.v.05, drag.v.04, drag.v.07"
bʰlō̆k-,"tow.n.01, flock.n.02, flock.n.05, flock.n.01, tow.v.01, flock.v.01"
"mē̆lǵ-, or meləǵ-?","pluck.n.02, pluck.v.05, pluck.v.04, pluck.v.01"
*mei̯g(ʷ)ʰ-,"blink.n.01, twitch.n.01, blink.v.01, twitch.v.01, twitch.v.05"
ā̆iḱ- : ī̆ḱ-,"spit.n.04, pike.n.05, pike.n.04, pike.n.03, spear.n.01, spear.n.02, spit.n.03, pike.n.02, spit.n.01, spit.v.01, spit.v.02, spear.v.01, spear.v.02"
1. (s)p(ʰ)ē̆i- : (s)p(ʰ)ī̆-,"spit.n.04, spit.n.03, spit.n.01, spit.v.01, spit.v.02"
*u̯emh₁-,"vomit.n.03, vomit.n.01, vomit.v.01"
"reu-b-, and reu-g-","vomit.n.03, vomit.n.01, vomit.v.01"
"u̯em-, u̯emə-","vomit.n.03, vomit.n.01, vomit.v.01, spew.v.02, wamble.v.01"
*(s)prengʰ-,"jump.n.06, jump.n.05, jump.n.03, jump.n.01, jump.v.04, jump.v.13, jump.v.06, jump.v.03, jump.v.01, jump.v.11, jump.v.08"
*dʰerh₃-,"jump.n.06, jump.n.05, mount.n.04, jump.n.03, jump.n.01, jump.v.04, mount.v.03, jump.v.13, jump.v.06, jump.v.03, mount.v.01, mount.v.04, mount.v.07, jump.v.01, jump.v.11, jump.v.08"
*k̑eh₂k-{1},"jump.n.06, jump.n.05, jump.n.03, jump.n.01, jump.v.04, jump.v.13, jump.v.06, jump.v.03, jump.v.01, jump.v.11, jump.v.08"
*lei̯g/g̑-{1},"jump.n.06, jump.n.05, jump.n.03, jump.n.01, jump.v.04, jump.v.13, jump.v.06, jump.v.03, jump.v.01, jump.v.11, jump.v.08"
*preu̯-{1},"jump.n.06, jump.n.05, jump.n.03, jump.n.01, jump.v.04, jump.v.13, jump.v.06, jump.v.03, jump.v.01, jump.v.11, jump.v.08"
*skek-{1},"jump.n.06, jump.n.05, jump.n.03, jump.n.01, jump.v.04, jump.v.13, jump.v.06, jump.v.03, jump.v.01, jump.v.11, jump.v.08"
1.*sel-{1},"jump.n.06, jump.n.05, jump.n.03, jump.n.01, jump.v.04, jump.v.13, jump.v.06, jump.v.03, jump.v.01, jump.v.11, jump.v.08"
"3. leig-, loig-","jump.n.06, jump.n.05, tremble.n.01, jump.n.03, jump.n.01, jump.v.04, jump.v.13, jump.v.06, jump.v.03, tremble.v.01, jump.v.01, jump.v.11, jump.v.08"
